2018-04-15 20:06:41,958 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:1
2018-04-15 20:06:54,801 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[32773, 18565, 26502, 23305, 14860, 13454, 26255, 13072, 34320, 22418, 21524, 17556, 18964, 26519, 19100, 22559, 16928, 25632, 16545, 29730, 13733, 16037, 11302, 20651, 13099, 36011, 10924, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 13625, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18262, 18648, 20570, 24666, 29146, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:06:54,801 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[4551, 2877, 32781, 32782, 32784, 32783, 4974, 12352, 32773]
2018-04-15 20:06:54,801 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:4974
2018-04-15 20:07:05,999 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:4
2018-04-15 20:07:05,999 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:4
2018-04-15 20:07:05,999 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:07:05,999 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[32773, 18565, 26502, 23305, 14860, 13454, 26255, 13072, 34320, 22418, 21524, 17556, 18964, 26519, 19100, 22559, 16928, 25632, 16545, 29730, 13733, 16037, 11302, 20651, 13099, 36011, 10924, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 13625, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18262, 18648, 20570, 24666, 29146, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:07:06,000 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[4551, 2877, 32781, 32782, 32784, 32783, 4974, 12352, 32773]
2018-04-15 20:07:06,015 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:4974
2018-04-15 20:07:14,829 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:5
2018-04-15 20:07:14,829 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:5
2018-04-15 20:07:14,830 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:07:14,830 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[18565, 26502, 23305, 13454, 26255, 13072, 34320, 22418, 21524, 17556, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 36011, 10924, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18648, 20570, 24666, 29146, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:07:14,830 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[32783, 32784, 32782, 32781, 2877, 4551, 34244, 36027, 36030, 36031, 5784, 892, 3471, 16998, 16982]
2018-04-15 20:07:14,830 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3471
2018-04-15 20:07:23,309 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:6
2018-04-15 20:07:23,309 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:6
2018-04-15 20:07:23,309 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:07:23,309 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[18565, 26502, 23305, 13454, 26255, 13072, 34320, 22418, 21524, 17556, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 36011, 10924, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18648, 20570, 24666, 29146, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:07:23,309 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[4551, 34244, 36027, 36030, 36031, 5784, 892, 3471, 16998, 16982]
2018-04-15 20:07:23,309 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3471
2018-04-15 20:07:30,943 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:7
2018-04-15 20:07:30,943 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:7
2018-04-15 20:07:30,944 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:07:30,944 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[18565, 26502, 23305, 13454, 26255, 13072, 34320, 22418, 21524, 17556, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 36011, 10924, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18648, 20570, 24666, 29146, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:07:30,944 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[4551, 34244, 36027, 36030, 36031, 5784, 892, 3471, 16998, 16982]
2018-04-15 20:07:30,944 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3471
2018-04-15 20:07:38,369 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:8
2018-04-15 20:07:38,369 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:8
2018-04-15 20:07:38,369 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:07:38,369 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[18565, 26502, 23305, 13454, 26255, 13072, 34320, 22418, 21524, 17556, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 36011, 10924, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18648, 20570, 24666, 29146, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:07:38,369 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[4551, 34244, 36027, 36030, 36031, 5784, 892, 3471, 16998, 16982]
2018-04-15 20:07:38,370 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3471
2018-04-15 20:07:45,740 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:9
2018-04-15 20:07:45,740 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:9
2018-04-15 20:07:45,740 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:07:45,740 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[18565, 26502, 23305, 13454, 26255, 13072, 34320, 22418, 21524, 17556, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 36011, 10924, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18648, 20570, 24666, 29146, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:07:45,741 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[4551, 34244, 36027, 36030, 36031, 5784, 892, 3471, 16998, 16982]
2018-04-15 20:07:45,741 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3471
2018-04-15 20:07:53,062 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:10
2018-04-15 20:07:53,062 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:10
2018-04-15 20:07:53,062 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:07:53,062 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[18565, 26502, 23305, 13454, 26255, 34320, 22418, 21524, 17556, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 36011, 10924, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18648, 20570, 24666, 29146, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:07:53,063 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[34244, 36027, 36030, 36031, 5784, 892, 3471, 16998, 16982]
2018-04-15 20:07:53,063 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3471
2018-04-15 20:07:59,982 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:11
2018-04-15 20:07:59,982 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:11
2018-04-15 20:07:59,982 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:07:59,982 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[18565, 26502, 23305, 13454, 26255, 34320, 22418, 21524, 17556, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 36011, 10924, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18648, 20570, 24666, 29146, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:07:59,983 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[34244, 36027, 36030, 36031, 5784, 892, 3471, 16998, 16982]
2018-04-15 20:07:59,983 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3471
2018-04-15 20:08:07,060 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:12
2018-04-15 20:08:07,060 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:12
2018-04-15 20:08:07,061 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:08:07,061 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[18565, 26502, 23305, 13454, 26255, 34320, 22418, 21524, 17556, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 36011, 10924, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18648, 20570, 24666, 29146, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:08:07,061 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[34244, 36027, 36030, 36031, 5784, 892, 3471, 16998, 16982]
2018-04-15 20:08:07,061 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3471
2018-04-15 20:08:13,724 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:13
2018-04-15 20:08:13,724 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:13
2018-04-15 20:08:13,724 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:08:13,724 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[18565, 26502, 23305, 13454, 26255, 34320, 22418, 21524, 17556, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 36011, 10924, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18648, 20570, 24666, 29146, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:08:13,725 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[34244, 36027, 36030, 36031, 5784, 892, 3471, 16998, 16982]
2018-04-15 20:08:13,725 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3471
2018-04-15 20:08:20,248 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:14
2018-04-15 20:08:20,248 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:14
2018-04-15 20:08:20,248 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:08:20,249 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[18565, 26502, 23305, 13454, 26255, 34320, 22418, 21524, 17556, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 36011, 10924, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18648, 20570, 24666, 29146, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:08:20,249 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[34244, 36027, 36030, 36031, 5784, 892, 3471, 16998, 16982]
2018-04-15 20:08:20,249 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3471
2018-04-15 20:08:27,374 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:15
2018-04-15 20:08:27,374 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:15
2018-04-15 20:08:27,374 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:08:27,374 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[18565, 26502, 23305, 13454, 26255, 34320, 22418, 21524, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 36011, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18648, 20570, 24666, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:08:27,374 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[36027, 36030, 36031, 5784, 892, 3471, 16998, 16982]
2018-04-15 20:08:27,375 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3471
2018-04-15 20:08:34,334 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:16
2018-04-15 20:08:34,334 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:16
2018-04-15 20:08:34,334 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:08:34,334 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[18565, 26502, 23305, 13454, 26255, 34320, 22418, 21524, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 36011, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 11064, 15928, 16955, 18622, 15819, 24012, 12108, 25550, 29649, 28754, 9683, 22355, 16982, 18648, 20570, 24666, 15711, 19815, 17256, 23278, 24178, 26228, 18548, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:08:34,335 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[36027, 36030, 36031, 5784, 892, 3471, 16998, 16982]
2018-04-15 20:08:34,335 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3471
2018-04-15 20:08:41,317 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:17
2018-04-15 20:08:41,317 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:17
2018-04-15 20:08:41,317 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:08:41,317 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[18565, 26502, 23305, 13454, 26255, 34320, 22418, 21524, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 15928, 16955, 24012, 12108, 25550, 29649, 9683, 22355, 18648, 20570, 24666, 15711, 19815, 17256, 23278, 24178, 26228, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:08:41,317 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[3471, 892, 4911, 30996, 18580, 18565]
2018-04-15 20:08:41,318 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:30996
2018-04-15 20:08:49,240 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:18
2018-04-15 20:08:49,241 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:18
2018-04-15 20:08:49,241 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:08:49,241 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[26502, 23305, 13454, 26255, 34320, 22418, 21524, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 15928, 16955, 24012, 12108, 25550, 29649, 9683, 22355, 20570, 24666, 15711, 19815, 17256, 23278, 24178, 26228, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:08:49,242 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[30996, 4911, 892, 3471, 8790, 5775, 1504, 9258, 8340, 2553, 6990, 3651, 190, 4236, 7125, 1247, 3993, 13115, 13099]
2018-04-15 20:08:49,242 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3993
2018-04-15 20:08:55,828 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:19
2018-04-15 20:08:55,828 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:19
2018-04-15 20:08:55,828 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:08:55,829 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[26502, 23305, 13454, 26255, 34320, 22418, 21524, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 15928, 16955, 24012, 12108, 25550, 29649, 9683, 22355, 20570, 24666, 15711, 19815, 17256, 23278, 24178, 26228, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:08:55,829 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[1504, 9258, 8340, 2553, 6990, 3651, 190, 4236, 7125, 1247, 3993, 13115, 13099]
2018-04-15 20:08:55,829 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3993
2018-04-15 20:09:02,492 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:20
2018-04-15 20:09:02,493 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:20
2018-04-15 20:09:02,493 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:09:02,493 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[26502, 23305, 13454, 26255, 34320, 22418, 21524, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 15928, 16955, 24012, 12108, 25550, 29649, 9683, 22355, 20570, 24666, 15711, 19815, 17256, 23278, 24178, 26228, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:09:02,494 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[8340, 2553, 6990, 3651, 190, 4236, 7125, 1247, 3993, 13115, 13099]
2018-04-15 20:09:02,494 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3993
2018-04-15 20:09:09,845 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:21
2018-04-15 20:09:09,845 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:21
2018-04-15 20:09:09,845 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:09:09,845 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[26502, 23305, 13454, 26255, 34320, 22418, 21524, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 15928, 16955, 24012, 12108, 25550, 29649, 9683, 22355, 20570, 24666, 15711, 19815, 17256, 23278, 24178, 26228, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:09:09,845 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[8340, 2553, 6990, 3651, 190, 4236, 7125, 1247, 3993, 13115, 13099]
2018-04-15 20:09:09,846 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3993
2018-04-15 20:09:16,452 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:22
2018-04-15 20:09:16,452 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:22
2018-04-15 20:09:16,453 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:09:16,453 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[26502, 23305, 13454, 26255, 34320, 22418, 21524, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 15928, 16955, 24012, 12108, 25550, 29649, 9683, 22355, 20570, 24666, 15711, 19815, 17256, 23278, 24178, 26228, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:09:16,453 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[8340, 2553, 6990, 3651, 190, 4236, 7125, 1247, 3993, 13115, 13099]
2018-04-15 20:09:16,453 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3993
2018-04-15 20:09:22,588 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:23
2018-04-15 20:09:22,588 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:23
2018-04-15 20:09:22,589 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:09:22,589 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[26502, 23305, 13454, 26255, 34320, 22418, 21524, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 15928, 16955, 24012, 12108, 25550, 29649, 9683, 22355, 20570, 24666, 15711, 19815, 17256, 23278, 24178, 26228, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:09:22,589 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[8340, 2553, 6990, 3651, 190, 4236, 7125, 1247, 3993, 13115, 13099]
2018-04-15 20:09:22,589 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3993
2018-04-15 20:09:28,670 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:24
2018-04-15 20:09:28,670 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:24
2018-04-15 20:09:28,670 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
2018-04-15 20:09:28,670 [DEBUG|PoliceForce/1514404225|TestSearchForFire] unsearchedBuildingIDs:[26502, 23305, 13454, 26255, 34320, 22418, 21524, 18964, 19100, 16928, 25632, 16545, 29730, 13733, 11302, 20651, 13099, 12077, 9902, 18351, 15792, 14513, 17202, 26550, 15928, 16955, 24012, 12108, 25550, 29649, 9683, 22355, 20570, 24666, 15711, 19815, 17256, 23278, 24178, 26228, 24694, 10870, 12278, 34295, 26872, 15738, 16379]
2018-04-15 20:09:28,674 [DEBUG|PoliceForce/1514404225|TestSearchForFire] best path is:[8340, 2553, 6990, 3651, 190, 4236, 7125, 1247, 3993, 13115, 13099]
2018-04-15 20:09:28,674 [DEBUG|PoliceForce/1514404225|TestSearchForFire] choosed:3993
2018-04-15 20:09:34,350 [DEBUG|PoliceForce/1514404225|TestSearchForFire] Time:25
2018-04-15 20:09:34,351 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Time:25
2018-04-15 20:09:34,351 [DEBUG|PoliceForce/1514404225|TestRoadDetector] Targets: []
